"";"banalfreq";"X.YEAR2018";"X.YEAR2019";"X.YEAR2020";"X.YEAR2021";"X.YEAR2022";"X.YEAR2023";"X.YEAR2024";"X.YEAR2025"
"rrollar";10;-0,2741;-0,0272;0,7941;-0,1953;-0,0541;0,2678;-0,9208;1,0923
"agradecimiento";30;1,4699;-0,0817;-0,2282;-0,5859;0,506;-1,0624;1,3123;-1,031
"portante";10;-0,2741;-0,0272;0,7941;-0,1953;-0,0541;-0,8287;-0,2604;1,0923
"lideran";13;-0,3564;-0,0354;0,6912;0,3539;-0,0703;0,399;-0,3214;-0,2392
"pánico";11;0,3005;-0,0299;-0,0837;-0,2148;-0,0595;0,5288;0,254;-0,3487
"multidisciplinar";24;-0,6579;0,8549;-0,1825;-0,4687;-0,1299;-1,989;1,3399;0,6158
"dgtic";12;-0,329;-0,0327;-0,0913;-0,2343;-0,0649;0,4588;-0,79;1,2467
"direction";10;-0,2741;-0,0272;-0,0761;-0,1953;-0,0541;0,2678;-0,2604;0,6391
"gouverneur";12;-0,329;-0,0327;-0,0913;0,3798;-0,0649;-0,9945;1,0452;-0,1927
"s41239";44;-1,2062;-0,1198;-0,3347;-0,8593;-0,2381;0,4529;0,8338;0,3625
"duales";11;-0,3016;-0,0299;-0,0837;-0,2148;-0,0595;-0,9116;0,254;1,4456
"trimestre";23;0,7866;-0,0626;-0,1749;-0,4492;-0,1245;-0,3813;0,2426;0,4485
"gicas";15;-0,4112;-0,0408;0,6363;0,3093;-0,0812;-0,2989;0,8301;-0,6385
"fortuna";10;-0,2741;-0,0272;-0,0761;-0,1953;-0,0541;1,1009;-0,2604;-0,2851
"exploraron";10;0,3297;-0,0272;-0,0761;-0,1953;-0,0541;-0,8287;0,3459;0,6391
"canadá";35;0,7857;0,7055;0,3389;1,1785;-0,1894;0,5954;-0,539;-1,4151
"redondo";17;0,554;-0,0463;-0,1293;0,2721;-0,092;1,2218;-1,1067;-0,2479
"ticular";16;-0,4386;-0,0436;-0,1217;0,2899;-0,0866;0,8861;0,6723;-1,2144
"prospectiva";22;-0,6031;0,89;-0,1673;-0,4296;-0,1191;1,1368;0,3012;-0,5023
"synthesia";50;-1,3707;-0,1361;-0,3803;-0,9764;-0,2706;-0,9483;1,32;0,9777
"alineen";23;-0,6305;-0,0626;-0,1749;-0,1357;-0,1245;0,7033;0,2426;0,2662
"descrip";11;-0,3016;-0,0299;-0,0837;-0,2148;-0,0595;-0,3914;0,838;0,2581
"q1";10;-0,2741;-0,0272;-0,0761;-0,1953;-0,0541;0,6114;-0,2604;0,3175
"partnership";12;-0,329;-0,0327;-0,0913;0,3798;-0,0649;0,8518;-0,24;-0,4162
"bank";14;-0,3838;1,0756;1,622;0,9064;-0,0758;-1,1602;-0,2234;-0,2897
"gap";25;-0,2656;-0,0681;-0,1901;1,021;-0,1353;1,2571;-1,0543;-0,2593
"conde";16;0,5917;-0,0436;0,6119;-0,3125;-0,0866;-0,6861;-0,9632;1,5434
"castaño";10;-0,2741;-0,0272;0,7941;-0,1953;-0,0541;0,2678;-0,5175;0,6391
"chb";12;-0,329;-0,0327;-0,0913;-0,2343;-0,0649;-0,4476;1,0452;-0,1927
"dede";18;-0,4935;-0,049;1,4162;-0,3515;-0,0974;-0,4292;-0,5646;1,2234
"narrar";11;0,3005;-0,0299;-0,0837;-0,2148;-0,0595;0,2262;0,4901;-0,3487
"integradora";12;-0,329;-0,0327;-0,0913;1,0211;-0,0649;-0,9945;0,372;0,4456
"meticuloso";15;0,2132;-0,0408;-0,1141;-0,2929;-0,0812;-0,2989;0,8301;-0,3439
"fundamen";10;-0,2741;-0,0272;1,9079;-0,1953;-0,0541;-0,8287;-0,9208;1,6852
"armonioso";15;-0,4112;-0,0408;-0,1141;0,3093;-0,0812;-0,2989;1,2287;-0,6385
"dere";10;-0,2741;-0,0272;0,7941;0,4411;-0,0541;-0,8287;-0,5175;1,0923
"privar";19;-0,5209;-0,0517;1,3728;1,313;-0,1028;-1,5746;-0,4284;0,7417
"anonimización";18;-0,1564;-0,049;-0,1369;1,3736;-0,0974;-1,4917;1,0031;-0,526
"cualidad";47;1,1828;0,5931;-0,3575;-0,4179;-0,2543;-0,3822;0,7542;-0,8943
"compatible";42;-1,1514;-0,1143;-0,3194;0,2546;0,3899;0,3474;0,4705;0,2994
"recopila";23;-0,2328;-0,0626;-0,1749;-0,4492;-0,1245;1,4619;0,3914;-0,8807
"ajustarse";26;-0,2823;-0,0708;-0,1978;-0,1661;-0,1407;-0,5016;0,7291;0,3049
"intuitivas";11;0,3005;-0,0299;-0,0837;-0,2148;-0,0595;-0,9116;1,3183;-0,3487
"interdisciplinary";10;-0,2741;-0,0272;-0,0761;-0,1953;-0,0541;1,1009;-0,5175;0,3175
"advenimiento";17;-0,466;-0,0463;-0,1293;-0,332;-0,092;1,2218;-1,1067;0,9528
"nelson mandela";15;-0,4112;-0,0408;-0,1141;-0,2929;-0,0812;0,5919;0,8301;-0,6385
"repentino";10;-0,2741;-0,0272;0,7941;-0,1953;-0,0541;-0,337;-0,5175;1,0923
"enfren";10;-0,2741;-0,0272;-0,0761;-0,1953;-0,0541;-0,8287;0,6454;0,6391
"asemejan";10;-0,2741;-0,0272;-0,0761;-0,1953;-0,0541;0,2678;1,0789;-0,6219
"679";12;-0,329;-0,0327;-0,0913;0,3798;-0,0649;-0,9945;0,6529;0,4456
"esce";10;-0,2741;-0,0272;0,7941;-0,1953;-0,0541;0,2678;-0,9208;1,0923
"eric";29;-0,3342;-0,079;-0,2206;-0,1983;-0,1569;-0,3805;0,2973;0,7597
"intelli";18;-0,4935;-0,049;0,568;0,7296;-0,0974;-0,4292;-0,8623;1,2234
"gence";18;-0,4935;-0,049;0,568;1,3736;-0,0974;-0,8119;-0,8623;1,2234
"articulos";12;-0,329;-0,0327;-0,0913;-0,2343;-0,0649;-0,1856;0,6529;-0,1927
"retroalimen";16;-0,4386;-0,0436;-0,1217;-0,3125;-0,0866;-0,6861;1,4437;-0,2063
"cesar";10;-0,2741;-0,0272;0,7941;0,4411;-0,0541;0,2678;-0,2604;-0,2851
"paradoja";18;1,0273;-0,049;-0,1369;0,2558;-0,0974;-0,21;-1,7643;1,2234
"dinamismo";15;-0,4112;-0,0408;0,6363;0,3093;-0,0812;0,3032;-0,5136;0,4932
"complementen";19;-0,5209;-0,0517;0,5481;0,2408;-0,1028;-1,5746;0,5598;0,7417
"ojs";15;-0,4112;-0,0408;-0,1141;-0,2929;-0,0812;-1,2431;0,5265;1,2276
"challenging";10;-0,2741;-0,0272;-0,0761;-0,1953;-0,0541;1,7352;-0,5175;-0,2851
"48550";38;-1,0417;-0,1035;-0,289;-0,7421;-0,2056;1,6255;0,4401;-0,4531
"amar";13;-0,3564;-0,0354;0,6912;-0,2539;-0,0703;1,2239;-0,3214;-0,4873
"roca";14;-0,3838;-0,0381;-0,1065;-0,2734;-0,0758;0,667;-0,4129;0,5763
"17439884";19;-0,5209;-0,0517;-0,1445;-0,371;-0,1028;0,3707;0,8354;-0,341
"fast";12;-0,329;-0,0327;-0,0913;1,858;-0,0649;0,4588;-1,2688;0,4456
"eurasia";10;-0,2741;-0,0272;-0,0761;0,4411;-0,0541;-0,8287;0,6454;0,3175
"lozano";12;-0,329;-0,0327;-0,0913;-0,2343;-0,0649;-0,9945;1,0452;0,4456
"rígidas";10;0,9156;-0,0272;-0,0761;0,4411;-0,0541;0,2678;-0,9208;0,3175
"kung";10;-0,2741;-0,0272;-0,0761;-0,1953;-0,0541;0,6114;-0,5175;0,6391
"diana";13;-0,3564;-0,0354;-0,0989;-0,2539;-0,0703;0,399;-0,3214;0,6739
"generamos";13;1,3849;-0,0354;-0,0989;-0,2539;-0,0703;-1,0774;0,2816;0,3731
"briefing";11;-0,3016;-0,0299;-0,0837;0,4087;-0,0595;1,538;-0,6493;-0,3487
"vario";11;-0,3016;-0,0299;-0,0837;0,4087;-0,0595;0,5288;-0,6493;0,533
"rose";19;0,972;-0,0517;-0,1445;0,2408;-0,1028;-0,8761;-0,9919;1,5166
"autodirigido";19;-0,5209;-0,0517;-0,1445;0,2408;-0,1028;-0,4758;-0,2559;1,0908
"podar";10;-0,2741;-0,0272;-0,0761;-0,1953;0,9312;-0,8287;0,6454;0,3175
"trayecto";16;1,1519;-0,0436;-0,1217;-0,3125;-0,0866;-0,3406;1,0109;-1,2144
"antonio";84;-0,6249;-0,2287;1,23;-0,5527;-0,1421;-0,4116;-0,4648;1,0291
"subjects";31;-0,8498;-0,0844;0,3778;-0,6054;-0,1678;-1,693;0,6491;1,5086
"rise";14;0,2315;-0,0381;-0,1065;-0,2734;-0,0758;0,3476;0,3956;-0,2897
"www3";10;0,9156;-0,0272;-0,0761;1,1624;-0,0541;0,2678;-0,9208;-0,2851
"scoping";14;-0,3838;-0,0381;-0,1065;-0,2734;-0,0758;0,3476;-0,4129;0,9363
"park";16;1,1519;-0,0436;-0,1217;-0,3125;-0,0866;0,8861;0,2365;-1,2144
"sortear";11;-0,3016;-0,0299;-0,0837;0,4087;-0,0595;-0,3914;-0,3537;0,9267
"castells";13;-0,3564;-0,0354;-0,0989;-0,2539;-0,0703;0,7529;0,5087;-0,4873
"paulatinamente";13;-0,3564;-0,0354;-0,0989;-0,2539;-0,0703;0,7529;0,2816;-0,2392
"modela";10;-0,2741;-0,0272;-0,0761;0,4411;-0,0541;-0,337;0,6454;-0,2851
"rector";50;-1,3707;-0,1361;-0,3803;1,6595;-0,2706;-0,6753;0,6845;0,2974
"recuento";23;-0,6305;-0,0626;-0,1749;-0,4492;-0,1245;-1,9061;0,591;1,7978
"unilateral";12;0,2748;-0,0327;0,7223;1,858;-0,0649;-0,9945;-1,9486;1,2467
"feminista";11;-0,3016;-0,0299;-0,0837;1,9686;-0,0595;0,2262;-1,0919;0,533
"confort";11;-0,3016;-0,0299;-0,0837;-0,2148;-0,0595;-0,3914;0,838;0,2581
"precario";10;-0,2741;-0,0272;-0,0761;-0,1953;-0,0541;1,1009;0,3459;-0,6219
"conti";13;-0,3564;-0,0354;0,6912;-0,2539;-0,0703;-1,0774;-0,3214;1,5931
"sensorial";14;1,2998;-0,0381;-0,1065;0,3305;-0,0758;-1,1602;0,6621;-0,5615
"redalyc";15;-0,4112;-0,0408;-0,1141;-0,2929;-0,0812;-0,2989;0,5265;0,4932
"lifelong";22;-0,6031;-0,0599;0,4952;0,2019;-0,1191;0,262;0,9975;-0,8055
"sharing";28;-0,3167;-0,0762;-0,213;-0,5468;-0,1515;-0,9476;1,6893;-0,2302
"elaboration";12;-0,329;-0,0327;-0,0913;-0,2343;-0,0649;-0,9945;0,6529;0,7892
"enabling";12;-0,329;-0,0327;-0,0913;0,3798;-0,0649;-0,1856;-0,79;1,2467
"edge";15;-0,4112;-0,0408;-0,1141;0,3093;-0,0812;0,9849;0,3066;-0,6385
"empowering";13;-0,3564;-0,0354;-0,0989;0,3539;-0,0703;-0,5053;-0,5723;1,5931
"formats";12;-0,329;-0,0327;-0,0913;-0,2343;-0,0649;-0,9945;1,5683;-0,1927
"collaboratively";10;-0,2741;-0,0272;-0,0761;-0,1953;-0,0541;1,1009;-0,9208;0,6391
"read";23;-0,2328;-0,0626;-0,1749;-0,4492;-0,1245;0,4322;-1,1513;1,7978
"plans";16;-0,4386;-0,0436;-0,1217;0,2899;0,7429;-0,3406;-0,9632;1,5434
"alt";10;0,3297;-0,0272;-0,0761;-0,1953;-0,0541;-0,8287;1,6761;-0,6219
"tversky";10;0,9156;-0,0272;-0,0761;-0,1953;-0,0541;-0,8287;-0,5175;1,0923
"1973";17;0,554;-0,0463;-0,1293;-0,332;-0,092;0,2313;0,3298;-0,2479
"calar";10;0,3297;-0,0272;-0,0761;-0,1953;-0,0541;0,6114;-0,5175;0,3175
"descuidar";14;-0,3838;-0,0381;-0,1065;1,6677;-0,0758;-0,5644;-0,4129;0,5763
"core";16;-0,4386;-0,0436;-0,1217;-0,3125;-0,0866;-0,6861;0,6723;0,7081
"ahondar";15;-0,4112;-0,0408;-0,1141;-0,2929;-0,0812;-0,6247;1,2287;0,262
"detrimento";14;0,6782;-0,0381;0,6627;0,9064;-0,0758;-0,259;-1,6372;0,5763
"neral";10;-0,2741;-0,0272;1,9079;-0,1953;-0,0541;-0,8287;-0,2604;0,6391
"sor";13;-0,3564;-0,0354;0,6912;-0,2539;-0,0703;-0,2212;-0,5723;1,079
"asegurarse";101;1,3475;-0,275;-0,3235;-0,46;-0,5466;0,5277;0,5421;-1,0853
"veraz";10;-0,2741;-0,0272;-0,0761;0,4411;-0,0541;-0,8287;0,6454;0,3175
"polarización";14;-0,3838;-0,0381;-0,1065;0,3305;-0,0758;1,0967;-0,6952;0,3126
"casual";19;0,4875;-0,0517;-0,1445;-0,371;-0,1028;1,0135;-1,9424;1,0908
"tópico";15;-0,4112;-0,0408;-0,1141;-0,2929;-0,0812;0,5919;0,5265;-0,3439
"oposición";19;0,4875;-0,0517;-0,1445;0,6934;-0,1028;-0,241;0,3514;-0,5923
"moocs";19;-0,5209;0,9497;-0,1445;-0,371;-0,1028;0,3707;1,1853;-0,9699
"sierra";20;-0,5483;-0,0544;-0,1521;-0,3906;-0,1082;1,3432;-1,5684;1,3642
"star";11;0,3005;-0,0299;1,8257;-0,2148;-0,0595;1,538;-1,7362;-0,3487
"mistakes";12;-0,329;-0,0327;-0,0913;1,0211;-0,0649;-0,9945;1,5683;-0,8121
"mollick";36;-0,9869;-0,098;-0,2738;-0,703;-0,1948;1,815;0,4244;-0,5545
"1037";11;-0,3016;-0,0299;-0,0837;-0,2148;-0,0595;-0,3914;-0,3537;1,4456
"núñez";18;-0,4935;-0,049;-0,1369;-0,3515;-0,0974;1,5926;-1,2558;0,8405
"almería";12;-0,329;-0,0327;-0,0913;-0,2343;-0,0649;-0,9945;0,372;1,2467
"avan";16;-0,4386;-0,0436;1,5118;-0,3125;-0,0866;-1,326;0,4175;0,7081
"palma";17;-0,466;-0,0463;-0,1293;-0,332;-0,092;-0,3841;0,8317;0,3615
"presupuestario";13;-0,3564;-0,0354;-0,0989;-0,2539;-0,0703;-0,2212;0,5087;0,3731
"desfavorable";16;-0,4386;-0,0436;0,6119;-0,3125;-0,0866;0,2647;0,4175;-0,2063
"dedicación";27;-0,7402;-0,0735;-0,2054;-0,5273;0,5441;0,7544;1,1554;-1,1988
"a1";17;-0,466;-0,0463;-0,1293;-0,332;-0,092;-1,4089;0,8317;0,9528
"intimidad";22;0,8283;-0,0599;0,4952;1,8393;-0,1191;1,1368;-1,4125;-1,2375
"girón";10;-0,2741;-0,0272;-0,0761;-0,1953;-0,0541;-0,8287;1,6761;-0,2851
"webs";11;0,3005;-0,0299;-0,0837;-0,2148;-0,0595;0,5288;0,254;-0,3487
"pixelbit";10;-0,2741;-0,0272;-0,0761;-0,1953;-0,0541;-0,8287;-0,2604;1,6852
"sanabria";12;-0,329;-0,0327;-0,0913;-0,2343;-0,0649;-0,4476;1,5683;-0,4162
"pdfs";15;0,2132;-0,0408;1,5648;-0,2929;-0,0812;-1,2431;-0,2955;0,8138
"uri";14;-0,3838;-0,0381;-0,1065;-0,2734;-0,0758;1,0967;-0,4129;0,3126
"virus";15;1,2225;-0,0408;-0,1141;-0,2929;-0,0812;-0,2989;0,5265;-0,6385
"competency";26;-0,7128;-0,0708;-0,1978;-0,5077;-0,1407;-1,3441;1,3278;0,7258
"experiments";10;-0,2741;-0,0272;-0,0761;1,1624;-0,0541;1,1009;-1,5268;0,3175
"latir";10;-0,2741;-0,0272;-0,0761;0,4411;-0,0541;-0,337;1,0789;-0,6219
"professor";14;0,2315;-0,0381;-0,1065;-0,2734;-0,0758;0,3476;-1,093;1,3967
"highlight";14;-0,3838;-0,0381;-0,1065;-0,2734;-0,0758;-1,1602;1,4955;0,3126
"depth";15;-0,4112;1,047;-0,1141;0,3093;-0,0812;0,3032;-0,8258;0,8138
"highlighting";14;-0,3838;-0,0381;-0,1065;0,3305;-0,0758;0,3476;0,3956;-0,2897
"consensus";44;-1,2062;-0,1198;-0,3347;-0,3787;-0,2381;0,4529;1,9221;-0,9921
"close";10;0,3297;-0,0272;-0,0761;1,1624;-0,0541;-0,8287;0,3459;-0,2851
"middle";19;-0,171;-0,0517;-0,1445;0,2408;-0,1028;-0,241;0,3514;0,2645
"values";14;-0,3838;-0,0381;-0,1065;0,3305;-0,0758;-0,5644;1,0241;-0,2897
"guiding";11;-0,3016;-0,0299;-0,0837;0,4087;-0,0595;0,5288;0,4901;-0,7159
"helps";14;-0,3838;-0,0381;-0,1065;0,3305;-0,0758;1,6352;-1,093;0,3126
"à";20;-0,5483;-0,0544;-0,1521;0,2268;-0,1082;1,8419;0,2807;-1,0575
"ecológico";29;-0,3342;-0,079;-0,2206;-0,1983;-0,1569;0,6406;0,635;-0,6514
"encerrar";12;0,2748;-0,0327;-0,0913;-0,2343;-0,0649;-0,4476;-0,4581;1,2467
"normativos";46;-1,2611;-0,1252;1,3401;1,2957;-0,2489;-1,0993;1,0628;-0,6165
"deshonestidad";15;-0,4112;-0,0408;-0,1141;-0,2929;-0,0812;0,5919;-0,8258;1,2276
"perkins";20;-0,5483;-0,0544;-0,1521;-0,3906;-0,1082;0,9243;0,4572;-0,392
"implementen";19;-0,5209;0,9497;0,5481;-0,371;0,6761;-0,8761;0,8354;-0,341
"walter";12;-0,329;-0,0327;-0,0913;0,3798;-0,0649;-0,1856;0,372;-0,1927
"holístico";58;-0,2818;-0,1579;-0,4411;0,6004;-0,3139;-0,5198;-0,2643;0,7181
"regulador";37;1,1353;-0,1007;-0,2814;0,6549;1,9674;-0,4446;0,3632;-1,5775
"ods4";24;-0,6579;-0,0653;-0,1825;-0,4687;-0,1299;1,3553;0,4932;-0,6223
"hackatones";11;-0,3016;-0,0299;-0,0837;1,0878;-0,0595;0,5288;0,254;-0,7159
"involucramiento";11;-0,3016;-0,0299;-0,0837;0,4087;-0,0595;0,5288;-0,3537;0,2581
"intell";10;-0,2741;-0,0272;-0,0761;-0,1953;-0,0541;0,6114;0,6454;-0,6219
"going";17;-0,466;-0,0463;-0,1293;0,7686;-0,092;-0,7486;-0,739;1,8801
"monte";19;-0,171;-0,0517;-0,1445;-0,371;-0,1028;1,9932;-0,9919;0,2645
"oriented";12;-0,329;-0,0327;-0,0913;-0,2343;-0,0649;0,4588;1,0452;-0,8121
"c74";15;-0,4112;-0,0408;-0,1141;-0,2929;-0,0812;0,3032;1,2287;-0,6385
"playground";13;-0,3564;-0,0354;-0,0989;-0,2539;-0,0703;0,7529;0,8316;-0,9103
"recommendation";32;-0,8773;-0,0871;-0,2434;0,7828;-0,1732;0,5006;-0,3434;0,3784
"ameno";11;-0,3016;-0,0299;0,7564;-0,2148;-0,0595;1,538;-1,7362;0,533
"vizcaíno";10;0,9156;-0,0272;-0,0761;-0,1953;-0,0541;-0,8287;-0,2604;0,6391
"expresarse";20;-0,5483;-0,0544;-0,1521;0,2268;-0,1082;0,9243;-0,5169;0,4065
"disparar";27;1,0977;-0,0735;-0,2054;-0,5273;0,5441;1,0824;-0,3235;-1,1988
"discente";13;-0,3564;-0,0354;-0,0989;-0,2539;-0,0703;-1,0774;0,8316;0,6739
"taron";13;-0,3564;-0,0354;-0,0989;-0,2539;0,8252;1,8104;-0,3214;-0,9103
"plaza";14;0,2315;-0,0381;-0,1065;-0,2734;-0,0758;1,0967;-0,2234;-0,5615
"prado";13;-0,3564;-0,0354;-0,0989;-0,2539;-0,0703;-0,2212;1,265;-0,4873
"implementarse";25;-0,6854;-0,0681;0,4503;-0,1558;-0,1353;0,3527;-0,5232;0,8068
"romo";16;-0,4386;-0,0436;-0,1217;-0,3125;-0,0866;-0,3406;1,983;-0,7181
"sinónimo";14;0,2315;-0,0381;0,6627;0,3305;-0,0758;0,3476;-1,6372;0,9363
"pirámide";14;1,2998;-0,0381;0,6627;-0,2734;-0,0758;1,0967;-1,6372;-0,2897
"venezuela";10;-0,2741;-0,0272;0,7941;-0,1953;-0,0541;0,6114;-0,9208;0,6391
"espejo";26;-0,2823;-0,0708;-0,1978;-0,5077;-0,1407;0,536;0,3394;0,3049
"valladolid";13;-0,3564;-0,0354;-0,0989;-0,2539;-0,0703;1,2239;-0,5723;0,3731
"dulce";11;1,5841;-0,0299;-0,0837;-0,2148;-0,0595;0,2262;-0,3537;-0,3487
"hipotético";13;-0,3564;-0,0354;-0,0989;-0,2539;-0,0703;-0,2212;0,8316;-0,2392
"vicens";10;-0,2741;-0,0272;-0,0761;-0,1953;-0,0541;-0,8287;1,6761;-0,2851
"avisar";10;1,7025;-0,0272;-0,0761;-0,1953;-0,0541;-0,337;0,3459;-0,6219
"mancha";12;-0,329;-0,0327;-0,0913;-0,2343;-0,0649;-0,4476;-0,4581;1,8236
"lope";13;-0,3564;-0,0354;-0,0989;-0,2539;-0,0703;-1,0774;0,2816;1,5931
"mitología";16;-0,4386;-0,0436;-0,1217;-0,3125;-0,0866;-0,6861;1,983;-0,4016
"crespo";10;-0,2741;-0,0272;-0,0761;-0,1953;-0,0541;-0,8287;0,3459;1,0923
"célebre";12;0,7837;-0,0327;-0,0913;-0,2343;-0,0649;0,4588;0,372;-0,8121
"nutrir";19;-0,171;-0,0517;0,5481;0,2408;-0,1028;0,3707;-0,4284;0,2645
"entendidas";10;-0,2741;-0,0272;-0,0761;-0,1953;-0,0541;-0,337;1,0789;-0,2851
"casuística";13;-0,3564;-0,0354;-0,0989;-0,2539;-0,0703;-0,2212;1,8273;-0,9103
"interconectadas";17;1,0871;-0,0463;0,5892;1,4388;-0,092;-0,3841;-1,1067;-0,2479
"acentuar";14;0,2315;-0,0381;0,6627;-0,2734;-0,0758;1,0967;-0,6952;-0,2897
"margen";49;0,7475;-0,1334;1,2723;-0,9569;0,3401;-0,4376;0,965;-1,3104
"reserva";23;0,7866;-0,0626;-0,1749;1,1069;-0,1245;0,4322;-0,5643;-0,5611
"mata";10;-0,2741;-0,0272;-0,0761;-0,1953;0,9312;0,2678;-0,2604;0,3175
"abusivo";10;-0,2741;-0,0272;-0,0761;0,4411;-0,0541;-0,337;-0,2604;0,6391
"verdú";10;-0,2741;-0,0272;-0,0761;-0,1953;-0,0541;-0,8287;1,0789;0,3175
"traspasar";13;0,2519;-0,0354;-0,0989;0,3539;-0,0703;-0,2212;-0,3214;0,3731
"afec";10;-0,2741;-0,0272;-0,0761;0,4411;-0,0541;1,7352;-0,9208;-0,2851
"seña";12;-0,329;-0,0327;-0,0913;-0,2343;-0,0649;-0,1856;-0,4581;1,2467
"alojar";16;0,5917;-0,0436;-0,1217;1,509;-0,0866;0,8861;-0,6225;-1,2144
"configurado";10;-0,2741;-0,0272;-0,0761;-0,1953;-0,0541;0,2678;0,3459;0,3175
"vo";21;-0,5757;-0,0572;1,2934;0,2139;0,6378;-1,7404;-0,3962;1,2279
"retroalimentar";12;-0,329;1,1399;-0,0913;0,3798;-0,0649;-0,9945;0,372;0,4456
"neutrales";22;-0,6031;-0,0599;-0,1673;1,1537;-0,1191;-0,344;0,7058;-0,5023
"aplicarlas";16;0,1967;-0,0436;-0,1217;-0,3125;0,7429;0,526;0,2365;-0,4016
"inc";10;0,3297;-0,0272;-0,0761;0,4411;-0,0541;0,6114;-0,5175;-0,2851
"leads";12;-0,329;-0,0327;-0,0913;1,858;-0,0649;-0,9945;-1,2688;1,8236
"semilla";10;1,7025;-0,0272;-0,0761;0,4411;-0,0541;-0,8287;-0,9208;0,6391
"garantir";10;-0,2741;-0,0272;-0,0761;-0,1953;-0,0541;-0,8287;-0,2604;1,6852
"trascienden";12;-0,329;-0,0327;-0,0913;-0,2343;-0,0649;-0,1856;-0,4581;1,2467
"cohesión";29;-0,795;-0,079;1,0462;-0,5663;0,5182;-0,3805;1,4898;-0,9585
"solidaridad";16;-0,4386;-0,0436;-0,1217;0,2899;-0,0866;0,8861;0,2365;-0,4016
"est";15;-0,4112;-0,0408;-0,1141;0,8565;0,7683;0,3032;-0,8258;0,4932
"generalistas";16;0,1967;-0,0436;-0,1217;-0,3125;-0,0866;0,2647;0,4175;-0,2063
"engloban";13;-0,3564;-0,0354;0,6912;-0,2539;-0,0703;-0,2212;-0,3214;0,6739
"luna";22;0,4055;-0,0599;-0,1673;-0,4296;-0,1191;0,4784;-0,7143;0,7746
"pasaje";10;0,3297;-0,0272;-0,0761;-0,1953;-0,0541;0,2678;-0,5175;0,6391
"2c";10;-0,2741;-0,0272;-0,0761;0,4411;0,9312;-0,8287;-0,5175;1,0923
"bitstream";18;-0,4935;-0,049;1,4162;0,2558;-0,0974;-0,4292;-0,3473;0,5367
"mexico";16;-0,4386;-0,0436;1,5118;0,2899;-0,0866;-0,3406;1,0109;-1,2144
"bureau";13;-0,3564;-0,0354;-0,0989;0,961;-0,0703;-1,0774;-0,5723;1,5931
"doc";28;0,2859;-0,0762;-0,213;0,9086;-0,1515;-1,4825;0,3575;0,5863
"von";11;0,8457;1,1763;-0,0837;-0,2148;-0,0595;0,2262;0,254;-0,7159
"carbonell";10;-0,2741;-0,0272;-0,0761;1,1624;-0,0541;-0,8287;-0,2604;0,6391
"producirse";10;1,7025;-0,0272;-0,0761;-0,1953;-0,0541;0,2678;-0,9208;0,3175
"notificación";36;-0,2073;-0,098;-0,2738;0,6783;1,1353;-1,4222;1,9901;-1,4957
"laciones";11;-0,3016;-0,0299;-0,0837;-0,2148;-0,0595;-0,9116;1,9597;-0,3487
"aspx";12;-0,329;-0,0327;-0,0913;1,858;-0,0649;-0,4476;0,372;-0,4162
"villanueva";17;-0,466;-0,0463;-0,1293;0,7686;-0,092;0,4678;0,3298;-0,4623
"assets";12;-0,329;-0,0327;1,7516;-0,2343;-0,0649;-0,1856;-0,4581;0,4456
"ie";18;0,5194;-0,049;-0,1369;-0,3515;-0,0974;-0,4292;0,6832;-0,2929
"liang";10;-0,2741;-0,0272;-0,0761;-0,1953;-0,0541;0,2678;-0,2604;0,6391
"affective";11;-0,3016;-0,0299;-0,0837;-0,2148;-0,0595;-0,3914;1,9597;-0,7159
"elpais";10;-0,2741;-0,0272;-0,0761;-0,1953;-0,0541;0,6114;0,3459;-0,2851
"mason";10;-0,2741;-0,0272;-0,0761;-0,1953;-0,0541;1,7352;-0,5175;-0,2851
"canadian";14;-0,3838;-0,0381;0,6627;-0,2734;-0,0758;1,0967;-0,2234;-0,5615
"adivinar";23;-0,6305;-0,0626;-0,1749;-0,4492;-0,1245;1,9474;0,3914;-0,8807
"relacional";19;0,972;-0,0517;-0,1445;-0,371;-0,1028;-0,4758;0,5598;-0,341
"comunicativos";14;0,2315;-0,0381;-0,1065;-0,2734;0,7957;-1,1602;1,4955;-0,5615
"colás";11;-0,3016;-0,0299;-0,0837;-0,2148;-0,0595;-0,9116;1,3183;0,2581
"escobar";11;-0,3016;-0,0299;-0,0837;-0,2148;-0,0595;-0,9116;1,9597;-0,3487
"aplicarlo";13;0,7282;1,1065;-0,0989;-0,2539;0,8252;0,399;-0,3214;-0,9103
"entusiasta";14;0,2315;-0,0381;-0,1065;0,3305;-0,0758;-0,5644;-0,4129;0,9363
"sabiduría";21;0,4308;-0,0572;-0,1597;-0,4101;-0,1136;1,2353;-0,8991;0,3533
"indiferente";12;-0,329;-0,0327;-0,0913;-0,2343;-0,0649;1,3695;-0,79;0,4456
"fisher";12;0,7837;-0,0327;-0,0913;-0,2343;-0,0649;1,3695;-0,79;-0,4162
"desbloquear";12;0,7837;-0,0327;-0,0913;-0,2343;-0,0649;0,4588;-0,24;-0,4162
"issn";34;-0,9321;-0,0926;-0,2586;-0,664;0,4617;0,424;0,4084;0,4588
"unirioja";16;-0,4386;-0,0436;-0,1217;-0,3125;-0,0866;-0,6861;0,4175;1,0809
"servlet";15;-0,4112;-0,0408;-0,1141;-0,2929;-0,0812;-0,6247;0,3066;1,2276
