"";"classe 1";"classe 2";"classe 3"
"avisar";15,362;-2,31;-7,185
"aviación";9,218;-0,346;-6,466
"av";-0,047;0,418;-0,089
"autómatas";13,826;-2,079;-6,466
"autocuidado";0,468;-0,504;-0,013
"autocorrección";0,001;-2,31;1,361
"autocontrol";1,771;-0,504;-0,573
"atletismo";7,74;-0,206;-5,748
"atañer";-3,628;0,01;3,268
"ask";4,842;-0,017;-4,311
"asemejan";1,771;-2,31;-0,013
"ariadna";10,708;-2,31;-4,159
"aquiles";10,753;-1,617;-5,029
"antropológico";-0,14;3,895;-1,419
"antropoceno";9,218;-2,079;-3,486
"angwin";9,217;-1,386;-4,311
"amarillo";15,362;-2,31;-7,185
"alvarez";-0,047;-0,693;0,762
"alusión";-1,581;6,403;-0,573
"alternativamente";6,892;-0,504;-4,159
"alt";6,279;-1,617;-2,179
"almuerzo";10,708;-2,31;-4,159
"ajus";-1,581;-2,31;5,997
"agudo";3,913;-0,504;-1,955
"afec";3,913;-0,504;-1,955
"adversarial";7,68;-1,155;-3,592
"ado";0,98;-0,346;-0,266
"adhesión";-0,373;6,403;-1,955
"adaptándolas";-6,511;0,01;5,997
"adaptarlas";-1,581;-0,504;3,268
"acrónimos";-3,907;25,982;-4,311
"acp";-0,373;-2,31;3,268
"acompañante";-0,14;-2,079;2,287
"acompa";-6,511;-0,504;9,548
"acom";0,001;-0,504;0,276
"accionar";9,218;-0,346;-6,466
"acarrear";-1,581;0,829;0,276
"abreviatura";-0,346;2,667;-0,504
"abordarlo";0,374;-1,848;0,221
"8aspectos";-6,511;24,608;-1,955
"5chatbots";-5,86;-2,079;12,529
"3b";1,783;0,204;-2,824
"24486167e";-2,604;17,321;-2,874
"2021c";-5,86;29,043;-3,486
"1aspectos";-3,907;0,836;1,524
"1a";6,279;-1,617;-2,179
"últimamente";9,218;-0,346;-6,466
"éticom";-5,86;38,975;-6,466
"águila";9,217;-1,386;-4,311
"yusuf";6,279;-1,617;-2,179
"xito";2,795;-0,346;-1,419
"writesonic";10,753;-1,617;-5,029
"wolf";10,753;-1,617;-5,029
"withgoogle";9,217;-1,386;-4,311
"wifi";5,542;-2,079;-1,419
"waze";13,826;-2,079;-6,466
"volcar";-0,14;-0,346;0,699
"vietnam";6,279;-0,092;-5,029
"videoconferencia";0,095;-2,079;0,699
"vicepresidente";7,68;-1,155;-3,592
"vestigaciones";-0,14;1,254;-0,266
"vertiginosos";0,095;1,254;-1,419
"versátiles";-0,698;-1,848;3,624
"verosímiles";5,542;0,071;-6,466
"vengar|venir";5,542;-2,079;-1,419
"venciones";-3,023;1,254;0,699
"vamente";-1,116;7,995;-1,419
"validados";-5,86;1,254;2,287
"usualmente";2,795;-0,346;-1,419
"universita";-5,86;-0,346;8,202
"umsnh";-2,604;17,321;-2,874
"ultra";5,542;-2,079;-1,419
"típicamente";13,826;-2,079;-6,466
"tuyas";12,289;-1,848;-5,748
"turkle";-0,346;-1,617;2,525
"tuar";0,98;-2,079;0,026
"tuaciones";-0,14;0,071;0,026
"tsai";-1,953;0,418;0,762
"trámite";0,98;-0,346;-0,266
"trol";-0,14;-0,346;0,699
"troalimentación";-3,023;-2,079;8,202
"trivial";0,095;0,071;-0,266
"trejo";-1,953;0,418;0,762
"trar";13,826;-2,079;-6,466
"transformarán";0,98;1,254;-3,486
"transferible";-5,86;-0,346;8,202
"trada";0,095;-2,079;0,699
"trabajados";0,095;-2,079;0,699
"topar";9,218;-2,079;-3,486
"tontería";12,289;-1,848;-5,748
"tomático";0,095;-2,079;0,699
"tina";-5,86;29,043;-3,486
"terror";3,446;0,005;-3,592
"termostato";9,218;-2,079;-3,486
"telemático";-0,013;-1,848;1,408
"telegrama";13,826;-2,079;-6,466
"tegrar";-3,023;1,254;0,699
"tedre";-3,907;0,836;1,524
"teatral";10,753;-1,617;-5,029
"taza";13,826;-2,079;-6,466
"taurus";2,119;0,102;-2,874
"tardío";0,374;-0,206;-0,061
"tapa";4,238;-0,206;-2,824
"tad";2,795;1,254;-6,466
"tacar";-1,116;1,254;0,026
"supra";-3,255;12,303;-0,977
"sucesión";13,826;-2,079;-6,466
"subsiguiente";-5,86;1,254;2,287
"subsecretario";-1,953;12,991;-2,155
"store";10,753;-1,617;-5,029
"stock";1,863;-0,017;-1,559
"statista";4,842;-1,386;-1,559
"squirrel";1,783;-1,848;-0,061
"sql";3,001;-1,617;-0,504
"sperling";-3,907;-0,017;4,253
"sounds";9,217;-1,386;-4,311
"solucio";-0,14;-2,079;2,287
"solidario";-0,013;0,204;-0,061
"sobresaliente";2,795;-2,079;-0,266
"sobrepasar";2,795;-0,346;-1,419
"site";6,144;-0,924;-2,874
"sincronía";-0,013;-1,848;1,408
"sidorkin";-3,255;12,303;-0,977
"sharples";-3,907;0,836;1,524
"sga";-2,43;-1,848;6,867
"sentance";-0,791;0,005;0,68
"sentación";2,795;-2,079;-0,266
"sensato";0,095;-2,079;0,699
"senado";-3,255;21,652;-3,592
"semáforo";12,289;-1,848;-5,748
"semanticscholar";6,144;-0,924;-2,874
"secun";2,795;-0,346;-1,419
"sda";3,001;-0,092;-2,179
"scientia";2,795;-2,079;-0,266
"saudito";0,374;5,123;-5,748
"satis";-3,023;-2,079;8,202
"satelitales";7,74;-0,206;-5,748
"samsung";12,289;-1,848;-5,748
"salovey";6,279;-1,617;-2,179
"salle";-2,604;8,301;-0,464
"sada";-3,023;-0,346;4,787
"rutinarios";-2,43;-1,848;6,867
"roy";-3,255;12,303;-0,977
"roumate";-4,558;30,313;-5,029
"rogers";0,886;-1,155;-0,007
"rocío";-0,047;4,517;-2,155
"roble";0,034;-0,092;0,003
"rivero";-0,047;0,418;-0,089
"rienda";0,919;-0,092;-0,504
"ridad";-1,116;0,071;0,699
"richards";-0,047;0,418;-0,089
"ri";-0,346;0,442;0,003
"rga";7,74;-0,206;-5,748
"revi";-0,14;0,071;0,026
"retroa";-5,86;-2,079;12,529
"resiliente";-3,023;0,071;2,287
"resguardar";5,542;0,071;-6,466
"reparto";-0,14;3,895;-1,419
"remunerar";-0,14;3,895;-1,419
"releases";0,932;-0,693;-0,089
"relacionarnos";2,795;-2,079;-0,266
"relacionamos";-1,116;-2,079;4,787
"reinventarse";0,095;-2,079;0,699
"reice";-3,907;0,836;1,524
"regalo";10,753;-1,617;-5,029
"refugiado";-0,14;1,254;-0,266
"recurrencia";7,74;-1,848;-2,824
"recopiló";2,795;0,071;-3,486
"razo";-1,854;-1,617;5,548
"ratón";13,826;-2,079;-6,466
"random";6,144;-0,924;-2,874
"quinas";2,795;-0,346;-1,419
"pun";2,795;0,071;-3,486
"pulgares";1,783;-1,848;-0,061
"publicação";0,034;-0,092;0,003
"ptf";-1,302;-0,017;1,524
"príncipe";9,218;-2,079;-3,486
"prototipar";-0,013;-1,848;1,408
"protegerse";-3,023;13,553;-1,419
"prosperidad";-3,023;13,553;-1,419
"prominente";-1,116;-0,346;2,287
"progre";-0,14;-2,079;2,287
"procedi";-5,86;13,553;-0,266
"priorice";-5,86;0,071;4,787
"prince";7,74;-1,848;-2,824
"preocu";-3,023;13,553;-1,419
"premiar";0,095;-0,346;0,026
"pregúnteles";13,826;-2,079;-6,466
"pregunt";0,374;5,123;-5,748
"predictores";5,542;-2,079;-1,419
"prediciendo";0,98;-0,346;-0,266
"potenciación";-1,116;-0,346;2,287
"posibi";-1,116;1,254;0,026
"polí";-5,86;38,975;-6,466
"pluma";7,74;-1,848;-2,824
"pls";-0,349;0,102;0,11
"plementar";-5,86;0,071;4,787
"ple";-2,43;-1,848;6,867
"playgroundai";7,74;-1,848;-2,824
"plataformización";-1,116;3,895;-0,266
"pizza";10,753;-1,617;-5,029
"pierrot";1,783;-1,848;-0,061
"picar";9,218;-0,346;-6,466
"photoshop";0,374;-1,848;0,221
"persuadir";9,218;-2,079;-3,486
"personalizan";-1,116;-2,079;4,787
"periférico";2,795;0,071;-3,486
"percep";-2,43;1,843;0,221
"pelo";13,826;-2,079;-6,466
"pectos";-5,86;0,071;4,787
"pausar";4,842;-1,386;-1,559
"paráfrasis";13,826;-2,079;-6,466
"parael";-5,86;7,995;0,026
"pantes";-0,14;-0,346;0,699
"palgrave";-0,047;4,517;-2,155
"pala";9,218;-2,079;-3,486
"pacidad";-5,86;-2,079;12,529
"ott";-0,013;5,123;-2,824
"orar";-0,346;-0,092;0,677
"orador";4,238;-0,206;-2,824
"optimizadas";-0,14;-2,079;2,287
"optimice";-3,023;-2,079;8,202
"oportunida";-3,023;1,254;0,699
"onda";13,826;-2,079;-6,466
"omnis";2,795;-2,079;-0,266
"objects";0,187;-0,924;0,11
"nótese";9,218;-2,079;-3,486
"novio";12,289;-1,848;-5,748
"normalidad";5,542;-2,079;-1,419
"nológicas";-3,023;0,071;2,287
"noble";9,218;-0,346;-6,466
"nobel";13,826;-2,079;-6,466
"nidades";-3,023;-0,346;4,787
"nicos";-1,116;13,553;-3,486
"nicho";0,095;1,254;-1,419
"newton";6,279;-1,617;-2,179
"nevera";13,826;-2,079;-6,466
"neu";12,289;-1,848;-5,748
"negre";1,863;-1,386;-0,177
"nega";4,238;-1,848;-0,929
"natu";2,795;-0,346;-1,419
"narrow";4,608;-0,693;-2,155
"naranja";13,826;-2,079;-6,466
"napkin";-0,346;-1,617;2,525
"nan";-1,116;1,254;0,026
"nalización";-1,116;-0,346;2,287
"naer";6,144;-0,924;-2,874
"músculo";-0,013;-0,206;0,221
"multicultural";0,281;-0,017;-0,177
"mul";-0,14;-0,346;0,699
"mrcdd22";-1,854;0,442;0,677
"movement";-0,047;0,418;-0,089
"moralidad";-0,14;1,254;-0,266
"montessori";0,886;-1,155;-0,007
"mondar";9,217;-1,386;-4,311
"moldean";0,095;-0,346;0,026
"moher";0,187;2,561;-2,874
"modi";5,542;-2,079;-1,419
"modernizar";-3,023;13,553;-1,419
"mobileye";12,289;-1,848;-5,748
"mitigan";-5,86;3,895;0,699
"miten";-0,14;-2,079;2,287
"mistral";4,842;-1,386;-1,559
"minimización";-5,86;13,553;-0,266
"mike";-1,854;0,442;0,677
"midan";-1,116;-2,079;4,787
"microscopio";1,863;-0,017;-1,559
"mg";-2,604;17,321;-2,874
"meyer";-0,047;0,418;-0,089
"metatecnologías";-1,116;13,553;-3,486
"metared";-0,791;12,303;-3,592
"metanivel";1,783;-1,848;-0,061
"metaanálisis";-2,43;-0,206;3,624
"menes";-1,116;-2,079;4,787
"mello";6,144;-0,924;-2,874
"medieval";6,279;-1,617;-2,179
"medible";0,095;-2,079;0,699
"median";0,095;1,254;-1,419
"medellín";-0,14;7,995;-3,486
"mec";2,119;0,102;-2,874
"meaning";-0,047;4,517;-2,155
"mccdd20";-1,854;6,766;-0,504
"maya";4,608;-0,693;-2,155
"maternal";-0,093;-0,017;0,166
"map";0,932;-0,693;-0,089
"manejables";-1,116;-0,346;2,287
"malicioso";-0,14;7,995;-3,486
"malestar";2,795;-0,346;-1,419
"mainumbi";0,919;-1,617;0,003
"magro";-0,791;5,579;-0,977
"madera";9,217;-1,386;-4,311
"macmillan";-2,604;17,321;-2,874
"lynch";-0,349;8,301;-2,874
"lunes";9,217;-1,386;-4,311
"lujo";0,095;-0,346;0,026
"luciones";-5,86;-0,346;8,202
"lr";7,68;-1,155;-3,592
"losprofesores";-5,86;7,995;0,026
"llave";9,218;-0,346;-6,466
"llar";-5,86;-2,079;12,529
"ll";7,74;-1,848;-2,824
"lizan";-3,023;-2,079;8,202
"lizada";-1,116;-2,079;4,787
"limentación";-5,86;-2,079;12,529
"lighting";7,68;-1,155;-3,592
"legitimidad";-0,14;7,995;-3,486
"laptop";9,217;-1,386;-4,311
"lación";-1,116;1,254;0,026
"kwl";10,753;-1,617;-5,029
"kr";-0,791;1,48;-0,007
"koinonia";0,187;0,102;-0,464
"knox";2,119;-0,924;-0,464
"kitchin";0,001;5,579;-3,592
"kindle";7,74;-0,206;-5,748
"khosravi";-0,047;0,418;-0,089
"khalil";-0,346;-0,092;0,677
"kent";-1,953;-0,693;4,176
"karina";0,187;2,561;-2,874
"k12";-5,209;34,644;-5,748
"jobin";-3,255;21,652;-3,592
"jill";0,919;-1,617;0,003
"jeopardy";13,826;-2,079;-6,466
"jenkins";-1,854;12,741;-2,179
"jar";-1,116;1,254;0,026
"iterativa";-0,14;-0,346;0,699
"isidoro";-2,43;5,123;-0,061
"investigaciód";7,74;-0,206;-5,748
"intuitivo";2,795;-2,079;-0,266
"intrapersonal";0,919;-1,617;0,003
"intersectoriales";-5,209;34,644;-5,748
"interrelacionadas";-5,86;0,071;4,787
"internalizar";-1,116;0,071;0,699
"interconectada";0,98;0,071;-1,419
"interacti";0,98;-2,079;0,026
"intencionalmente";0,98;1,254;-3,486
"integrarlos";0,095;-2,079;0,699
"intangibles";-4,558;-0,092;5,548
"inspección";-3,023;7,995;-0,266
"inseguridad";0,095;-0,346;0,026
"insatisfecho";0,281;-1,386;0,166
"innovacion";-4,558;6,766;0,003
"ingesta";9,218;-0,346;-6,466
"ingenuo";-0,14;0,071;0,026
"infundados";-0,14;-2,079;2,287
"informarse";2,795;-2,079;-0,266
"informacionales";-2,43;0,204;1,408
"inexactitud";-1,116;0,071;0,699
"indexadas";0,98;-0,346;-0,266
"indepen";-0,698;-0,206;1,408
"indaga";-3,023;-0,346;4,787
"incluirse";-1,116;-0,346;2,287
"imposición";0,095;-0,346;0,026
"impli";-0,013;-1,848;1,408
"implementará";-3,023;0,071;2,287
"implementarla";-3,023;1,254;0,699
"imperfecciones";2,795;-0,346;-1,419
"ilustrativo";0,919;-0,092;-0,504
"ilibrary";-0,047;4,517;-2,155
"iea";-0,791;5,579;-0,977
"idealizar";0,98;-2,079;0,026
"ibijola";-3,907;-0,017;4,253
"ibero";0,187;0,102;-0,464
"iac";-4,558;12,741;-0,504
"humanística";-2,43;0,204;1,408
"hugging";13,826;-2,079;-6,466
"hsu";-0,047;-0,693;0,762
"hs";9,217;-1,386;-4,311
"holocausto";13,826;-2,079;-6,466
"hierro";9,217;-1,386;-4,311
"hierrezuelo";-3,255;-1,155;6,96
"hernán";-2,604;0,102;1,812
"hernando";0,932;0,418;-2,155
"herfteducator";12,289;-1,848;-5,748
"herbert";10,753;-1,617;-5,029
"henry";10,753;-1,617;-5,029
"henderson";-0,047;0,418;-0,089
"hci";-0,791;-1,155;2,998
"guiarlos";-3,023;-0,346;4,787
"gue";-0,14;3,895;-1,419
"guardia";7,68;-1,155;-3,592
"grounding";0,919;-1,617;0,003
"gratitud";2,795;-2,079;-0,266
"grar";-5,86;3,895;0,699
"gramaticalmente";5,542;-2,079;-1,419
"graeber";10,753;-1,617;-5,029
"gradescope";-5,209;-1,848;11,137
"gpt3";5,542;-0,346;-3,486
"golpe";9,218;-2,079;-3,486
"glo";0,374;0,204;-0,929
"gle";10,753;-1,617;-5,029
"glaser";4,608;-0,693;-2,155
"gisele";13,826;-2,079;-6,466
"geológico";12,289;-1,848;-5,748
"geolocalización";13,826;-2,079;-6,466
"genio";9,218;-0,346;-6,466
"genial";9,218;-2,079;-3,486
"generalista";7,74;-0,206;-5,748
"generadoras";-1,302;-0,017;1,524
"gema";-3,255;12,303;-0,977
"gazulla";-3,255;-1,155;6,96
"gasevic";-1,953;-0,693;4,176
"garrido";-3,255;-1,155;6,96
"gana";2,795;-2,079;-0,266
"gallagher";-4,558;-1,617;9,745
"futuristas";0,98;-0,346;-0,266
"futurista";7,74;-1,848;-2,824
"fusiona";-0,14;-2,079;2,287
"friend";4,608;-0,693;-2,155
"freepik";-0,013;1,843;-0,929
"freeman";2,119;-0,924;-0,464
"frankenthaler";10,753;-1,617;-5,029
"franganillo";-0,013;0,204;-0,061
"fortale";-3,023;-0,346;4,787
"flujograma";0,095;1,254;-1,419
"florida";0,034;-1,617;0,677
"florecimiento";-1,116;7,995;-1,419
"flecha";9,218;-0,346;-6,466
"fitness";4,238;-0,206;-2,824
"fisiológico";9,218;-2,079;-3,486
"fibra";12,289;-1,848;-5,748
"fengchun";-4,558;30,313;-5,029
"fcya";-5,209;0,204;3,624
"fascinantes";2,795;-2,079;-0,266
"falacias";4,238;-0,206;-2,824
"exponente";13,826;-2,079;-6,466
"expo";0,374;0,204;-0,929
"expertise";-0,791;-1,155;2,998
"excepcionalmente";0,919;-1,617;0,003
"evo";0,374;-1,848;0,221
"evaluarse";-1,116;0,071;0,699
"eterno";13,826;-2,079;-6,466
"esqueleto";13,826;-2,079;-6,466
"esposo";13,826;-2,079;-6,466
"espinoza";0,001;0,005;-0,007
"espa";-1,116;-2,079;4,787
"esg";-0,093;0,836;-0,177
"escrutinio";2,795;0,071;-3,486
"esclarecer";-0,698;0,204;0,221
"escenariom";-5,209;10,042;-0,061
"erasmus";-5,209;34,644;-5,748
"epi";-3,255;21,652;-3,592
"entrenarlos";0,095;3,895;-3,486
"entrelaza";-3,023;-0,346;4,787
"enteramente";0,98;1,254;-3,486
"ensenanza";-2,43;10,042;-0,929
"ensamblaje";-2,43;0,204;1,408
"enriquecedores";-5,86;-2,079;12,529
"enlos";-5,86;7,995;0,026
"enigmas";7,74;-1,848;-2,824
"enia";-5,209;1,843;1,408
"engeström";-1,854;0,442;0,677
"enfermería";-0,14;0,071;0,026
"encuestapod";6,144;-0,924;-2,874
"encuen";-0,14;3,895;-1,419
"enciclopedias";13,826;-2,079;-6,466
"emocionar";2,795;-0,346;-1,419
"emblemático";2,795;-0,346;-1,419
"embarcar";0,98;-2,079;0,026
"elon";12,289;-1,848;-5,748
"ellis";-1,302;16,415;-4,311
"elder";-1,953;-0,693;4,176
"elaprendizaje";-5,86;-0,346;8,202
"eficiencias";-3,023;13,553;-1,419
"ef";-0,047;0,418;-0,089
"edward";2,119;-0,924;-0,464
"edit";4,842;-0,017;-4,311
"edimburgo";7,74;-1,848;-2,824
"décima|décimo";7,74;-0,206;-5,748
"druid";-5,86;-2,079;12,529
"dpc";-5,209;0,204;3,624
"dorado";10,753;-1,617;-5,029
"domiciliaria";13,826;-2,079;-6,466
"dologías";-5,86;-2,079;12,529
"dología";0,095;-2,079;0,699
"documen";-3,023;-0,346;4,787
"docent";4,608;-0,693;-2,155
"divergentes";-1,116;7,995;-1,419
"distraer";0,98;-2,079;0,026
"distractores";0,98;-2,079;0,026
"disposi";0,98;-2,079;0,026
"disponi";-2,43;1,843;0,221
"digitalizados";-0,14;1,254;-0,266
"difi";-3,023;-0,346;4,787
"diendo";0,095;-0,346;0,026
"dibujante";10,753;-1,617;-5,029
"diagramación";0,001;0,005;-0,007
"diag";5,542;-2,079;-1,419
"detonar";-1,854;2,667;0,003
"details";6,144;-0,924;-2,874
"desperdicio";2,795;-2,079;-0,266
"despejar";-0,14;7,995;-3,486
"despacho";1,783;-1,848;-0,061
"desnudo";12,289;-1,848;-5,748
"desmotivación";0,095;-2,079;0,699
"desmedir";0,98;-2,079;0,026
"descript";10,753;-1,617;-5,029
"desatar";0,095;-0,346;0,026
"desajuste";12,289;-1,848;-5,748
"desafíen";-3,023;-2,079;8,202
"deportista";1,783;-1,848;-0,061
"densidad";9,218;-2,079;-3,486
"deng";-2,604;-0,924;5,568
"dencia";-3,023;1,254;0,699
"demo";-3,023;13,553;-1,419
"delinean";-1,116;-2,079;4,787
"deliberadamente";5,542;-2,079;-1,419
"defensivo";-1,116;0,071;0,699
"defende";13,826;-2,079;-6,466
"deductivo";-1,116;-2,079;4,787
"datom";-5,209;1,843;1,408
"daria";2,795;-0,346;-1,419
"dans";9,217;-1,386;-4,311
"dafo";-5,209;1,843;1,408
"cúmulo";-5,86;-2,079;12,529
"currícula";-0,14;1,254;-0,266
"cultu";-0,14;7,995;-3,486
"culinario";10,753;-1,617;-5,029
"cui";0,034;-1,617;0,677
"cuencia";2,795;-2,079;-0,266
"cubista";12,289;-1,848;-5,748
"cuantificación";0,98;0,071;-1,419
"cuado";-1,116;0,071;0,699
"csv";12,289;-1,848;-5,748
"csic";1,863;0,836;-4,311
"cru";-1,116;-2,079;4,787
"cronológico";0,095;3,895;-3,486
"couldry";-2,604;0,102;1,812
"cortés";1,863;-0,017;-1,559
"corporation";6,144;-0,924;-2,874
"corona";6,279;-1,617;-2,179
"coreano";4,842;-0,017;-4,311
"conversacio";0,98;-2,079;0,026
"contribuyente";-5,86;1,254;2,287
"contemporaneidad";0,095;3,895;-3,486
"construirse";-0,14;-0,346;0,699
"consecuentemente";-1,116;-2,079;4,787
"conicet";6,279;-0,092;-5,029
"confluir";-1,116;-0,346;2,287
"confección";5,542;-2,079;-1,419
"condena";13,826;-2,079;-6,466
"conciben";-1,116;0,071;0,699
"conceptualizaciones";-0,14;0,071;0,026
"comunicativo";0,095;0,071;-0,266
"comprensiones";-3,023;0,071;2,287
"complicación";-3,023;-2,079;8,202
"compensación";-1,116;3,895;-0,266
"compartición";-3,023;1,254;0,699
"cometa";13,826;-2,079;-6,466
"comencemos";13,826;-2,079;-6,466
"coma";7,74;-1,848;-2,824
"colón";-0,093;-1,386;1,524
"colectivismo";12,289;-1,848;-5,748
"colaborativamente";-3,023;0,071;2,287
"cog";-2,43;5,123;-0,061
"coeckelbergh";-1,302;16,415;-4,311
"codi";7,74;-1,848;-2,824
"codex";5,542;-0,346;-3,486
"cobre";2,795;-2,079;-0,266
"cn";-1,854;20,59;-5,029
"clasificadores";9,218;-2,079;-3,486
"clandestino";-2,43;0,204;1,408
"ciuda";-5,86;3,895;0,699
"cisiones";-5,86;-0,346;8,202
"cinematic";12,289;-1,848;-5,748
"cifone";-1,854;-0,092;2,525
"cid";0,001;0,005;-0,007
"ciados";-1,116;0,071;0,699
"ceptos";0,095;-0,346;0,026
"cena";13,826;-2,079;-6,466
"cb";-0,093;3,842;-1,559
"categórico";-1,116;-0,346;2,287
"catalizadores";-5,86;3,895;0,699
"cast";-2,604;-0,924;5,568
"caracterís";0,095;-2,079;0,699
"caracte";0,095;-0,346;0,026
"capuleto";12,289;-1,848;-5,748
"capitán";10,753;-1,617;-5,029
"cabina";13,826;-2,079;-6,466
"bullshit";6,144;-0,924;-2,874
"bughin";2,119;-0,924;-0,464
"brindis";1,783;-1,848;-0,061
"bretaña";13,826;-2,079;-6,466
"brahma";-4,558;0,442;2,525
"bra";7,74;-0,206;-5,748
"bowman";0,281;-0,017;-0,177
"boris";0,001;0,005;-0,007
"bommasani";1,863;0,836;-4,311
"bolsillo|bolso";10,753;-1,617;-5,029
"body";4,842;-0,017;-4,311
"bocetos";13,826;-2,079;-6,466
"blush";0,886;1,48;-3,592
"blatchford";-1,116;3,895;-0,266
"billete";13,826;-2,079;-6,466
"bibliográfico";1,783;-0,206;-0,929
"becker";-0,047;-0,693;0,762
"batería";9,218;-2,079;-3,486
"barbarie";13,826;-2,079;-6,466
"bar";5,542;-2,079;-1,419
"bailar";13,826;-2,079;-6,466
"autista";0,98;-2,079;0,026
"audec";-1,854;20,59;-5,029
"atípico";9,218;-2,079;-3,486
"atentar";-5,86;20,569;-1,419
"asustar";13,826;-2,079;-6,466
"asincrónica";0,095;-2,079;0,699
"asenjo";-3,255;0,005;2,998
"ascenso";-0,013;-0,206;0,221
"arun";-1,854;2,667;0,003
"arteaga";0,001;0,005;-0,007
"arrastrar";9,218;-2,079;-3,486
"argumentativos";0,98;-2,079;0,026
"argumentativa";-0,14;-2,079;2,287
"argumentaciones";-5,86;-2,079;12,529
"argu";5,542;-0,346;-3,486
"aranda";-0,047;0,418;-0,089
"aprendizado";6,144;-0,924;-2,874
"aprendiente";-4,558;0,442;2,525
"apocalipsis";13,826;-2,079;-6,466
"apo";-3,023;-0,346;4,787
"apegar";0,98;3,895;-6,466
"anomia";-0,346;12,741;-5,029
"anecdótico";-1,116;-0,346;2,287
"anatomía";0,034;-1,617;0,677
"alzar";0,98;1,254;-3,486
"albedrío";5,542;-0,346;-3,486
"aje";1,783;-1,848;-0,061
"aie";-5,209;5,123;0,221
"aias";-2,604;-0,924;5,568
"agregación";0,374;-0,206;-0,061
"afán";-0,14;0,071;0,026
"afiliación";0,98;0,071;-1,419
"aficionar";9,218;-2,079;-3,486
"afectación";-1,116;-2,079;4,787
"afección";4,238;0,204;-5,748
"adminis";-5,86;0,071;4,787
"adelanto";0,095;1,254;-1,419
"adeepra";-0,791;12,303;-3,592
"adaptarla";-3,023;-0,346;4,787
"acuñado";12,289;-1,848;-5,748
"acumulativo";5,542;-2,079;-1,419
"activismo";-5,209;10,042;-0,061
"activan";5,542;-2,079;-1,419
"acotados";1,783;0,204;-2,824
"abrumar";0,095;-0,346;0,026
"abcd";-0,14;-0,346;0,699
"Organización de Consumidores y Usuarios. ";5,542;-0,346;-3,486
"2020b";0,034;-0,092;0,003
"01aa75ed71a1";-3,907;25,982;-4,311
"el";-598,513;17,308;438,764
"de";-389,892;81,908;153,777
"y";-1789,228;190,678;959,801
"en";-464,206;45,045;257,124
"que";813,213;-520,795;-103,87
"un";328,531;-331,465;-12,591
"a";92,613;-97,371;-2,975
"para";-576,292;2,276;510,367
"ser";476,441;-131,674;-157,359
"se";124,593;-81,08;-15,464
"con";147,41;-58,012;-36,013
"este";-212,546;-62,331;428,237
"del";-20,157;-4,916;38,482
"suyo";-140,958;-109,496;401,835
"por";512,443;-27,798;-333,279
"poder";23,459;-397,119;120,434
"como";-6,745;-15,92;32,848
"o";981,806;-230,307;-362,286
"no";421,92;-210,419;-78,683
"haber";529,229;-60,1;-277,466
"al";5,158;-58,638;14,523
"sobre";-144,635;108,789;13,397
"tener";347,579;-50,066;-165,677
"estar";242,761;-23,674;-134,243
"1";22,798;17,367;-64,47
"él";616,184;-254,461;-143,252
"deber";-297,184;80,076;99,953
"otro";222,729;-32,284;-105,876
"todo";108,4;28,71;-211,901
"2";26,519;9,866;-57,584
"también";-80,444;-0,387;87,969
"entre";1,088;-0,004;-0,964
"3";29,004;0,26;-32,947
"2023";-47,869;163,716;-10,709
"cada";55,52;-149,207;5,224
"si";701,138;-95,842;-341,759
"nuestro";234,485;-101,496;-51,811
"4";11,3;1,328;-18,001
"sin";57,118;-35,292;-7,762
"qué";432,264;-78,136;-185,049
"nosotros";203,072;-151,434;-19,176
"10";23,164;31,986;-85,472
"pero";608,006;-134,346;-232,771
"ese";800,678;-95,684;-411,832
"alguno";178,739;-35,081;-73,245
"desde";-5,514;20,026;-1,477
"5";41,622;-1,126;-30,829
"m";1,227;30,073;-29,571
"solo";-20,304;-36,036;84,934
"s";14,512;3,353;-27,288
"sino";-242,598;-34,308;402,744
"j";-8,318;51,62;-8,005
"primero";260,653;-20,714;-153,608
"2022";-15,056;116,415;-22,047
"c";-0,252;0,947;-0,074
"cuando";473,906;-76,467;-214,558
"donde";-0,742;-33,428;29,484
"2019";-16,799;129,978;-24,63
"i";-3,068;36,266;-9,188
"2020";-34,287;161,761;-18,192
"6";3,69;4,892;-13,351
"2024";-56,613;67,657;0,892
"2021";-60,011;128,004;-1,637
"bien";35,962;0,238;-40,039
"2018";1,012;99,101;-78,788
"p";0,293;15,779;-13,546
"tú";315,804;-87,032;-104,518
"d";-2,023;19,356;-4,297
"l";-29,899;37,001;0,364
"yo";654,854;-149,825;-245,439
"muy";333,351;-80,338;-120,904
"hasta";164,639;-51,542;-49,431
"diversos";-98,46;-0,641;109,515
"7";18,283;0,774;-24,334
"mediante";-0,01;-16,346;10,873
"8";22,529;-1,121;-14,938
"f";-80,376;93,981;1,463
"r";-4,921;5,281;0,144
"n";0,09;31,58;-22,522
"aunque";14,777;-28,499;0,174
"según";11,314;-19,053;0,015
"durante";60,282;-28,588;-11,977
"hacia";-84,626;2,023;63,82
"0";53,759;-0,157;-48,322
"cual";23,882;-6,266;-8,183
"cualquier";78,463;-3,279;-53,924
"9";68,488;0,906;-80,154
"b";0,527;-2,44;0,267
"tal";14,894;2,166;-24,887
"2017";4,492;22,642;-34,412
"porque";365,036;-67,753;-154,135
